,fitness,n_attr
1756,0.23174502432506328,4.0
307,0.23334359361379997,4.0
398,0.23334359361379997,4.0
500,0.23334359361379997,4.0
553,0.23334359361379997,4.0
644,0.23334359361379997,4.0
737,0.23334359361379997,4.0
744,0.23334359361379997,4.0
745,0.23334359361379997,4.0
832,0.23334359361379997,4.0
880,0.23334359361379997,4.0
881,0.23334359361379997,4.0
887,0.23334359361379997,4.0
938,0.23334359361379997,4.0
960,0.23334359361379997,4.0
969,0.23334359361379997,4.0
975,0.23334359361379997,4.0
982,0.23334359361379997,4.0
988,0.23334359361379997,4.0
1092,0.23334359361379997,4.0
1822,0.23334359361379997,4.0
303,0.2344212679279779,3.0
318,0.2344212679279779,3.0
435,0.2344212679279779,3.0
494,0.2344212679279779,3.0
515,0.2344212679279779,3.0
533,0.2344212679279779,3.0
554,0.2344212679279779,3.0
886,0.2344212679279779,3.0
1090,0.2344212679279779,3.0
1100,0.2344212679279779,3.0
1106,0.2344212679279779,3.0
1195,0.2344212679279779,3.0
1276,0.2344212679279779,3.0
1638,0.2344212679279779,3.0
1811,0.2344212679279779,3.0
359,0.23655269364629353,3.0
417,0.23655269364629353,3.0
436,0.23655269364629353,3.0
538,0.23655269364629353,3.0
549,0.23655269364629353,3.0
565,0.23655269364629353,3.0
579,0.23655269364629353,3.0
743,0.23655269364629353,3.0
879,0.23655269364629353,3.0
885,0.23655269364629353,3.0
888,0.23655269364629353,3.0
896,0.23655269364629353,3.0
933,0.23655269364629353,3.0
1045,0.23655269364629353,3.0
1060,0.23655269364629353,3.0
1187,0.23655269364629353,3.0
1224,0.23655269364629353,3.0
1636,0.23655269364629353,3.0
1652,0.23655269364629353,3.0
1746,0.23655269364629353,3.0
1851,0.23655269364629353,3.0
433,0.23796438909033435,4.0
439,0.23796438909033435,4.0
441,0.23796438909033435,4.0
444,0.23796438909033435,4.0
508,0.23796438909033435,4.0
546,0.23796438909033435,4.0
550,0.23796438909033435,4.0
551,0.23796438909033435,4.0
632,0.23796438909033435,4.0
647,0.23796438909033435,4.0
655,0.23796438909033435,4.0
738,0.23796438909033435,4.0
747,0.23796438909033435,4.0
864,0.23796438909033435,4.0
871,0.23796438909033435,4.0
882,0.23796438909033435,4.0
936,0.23796438909033435,4.0
951,0.23796438909033435,4.0
967,0.23796438909033435,4.0
977,0.23796438909033435,4.0
987,0.23796438909033435,4.0
1023,0.23796438909033435,4.0
1027,0.23796438909033435,4.0
1053,0.23796438909033435,4.0
1059,0.23796438909033435,4.0
1071,0.23796438909033435,4.0
1096,0.23796438909033435,4.0
1102,0.23796438909033435,4.0
1175,0.23796438909033435,4.0
1191,0.23796438909033435,4.0
1196,0.23796438909033435,4.0
1198,0.23796438909033435,4.0
1260,0.23796438909033435,4.0
1266,0.23796438909033435,4.0
1269,0.23796438909033435,4.0
1280,0.23796438909033435,4.0
1658,0.23796438909033435,4.0
1662,0.23796438909033435,4.0
1720,0.23796438909033435,4.0
1722,0.23796438909033435,4.0
1744,0.23796438909033435,4.0
1759,0.23796438909033435,4.0
1761,0.23796438909033435,4.0
1808,0.23796438909033435,4.0
1817,0.23796438909033435,4.0
1821,0.23796438909033435,4.0
305,0.24271375428167266,3.0
326,0.24271375428167266,3.0
348,0.24271375428167266,3.0
401,0.24271375428167266,3.0
427,0.24271375428167266,3.0
449,0.24271375428167266,3.0
486,0.24271375428167266,3.0
491,0.24271375428167266,3.0
514,0.24271375428167266,3.0
527,0.24271375428167266,3.0
531,0.24271375428167266,3.0
642,0.24271375428167266,3.0
648,0.24271375428167266,3.0
660,0.24271375428167266,3.0
729,0.24271375428167266,3.0
761,0.24271375428167266,3.0
774,0.24271375428167266,3.0
878,0.24271375428167266,3.0
958,0.24271375428167266,3.0
961,0.24271375428167266,3.0
968,0.24271375428167266,3.0
971,0.24271375428167266,3.0
972,0.24271375428167266,3.0
973,0.24271375428167266,3.0
974,0.24271375428167266,3.0
983,0.24271375428167266,3.0
984,0.24271375428167266,3.0
985,0.24271375428167266,3.0
1034,0.24271375428167266,3.0
1095,0.24271375428167266,3.0
1121,0.24271375428167266,3.0
1288,0.24271375428167266,3.0
1366,0.24271375428167266,3.0
1379,0.24271375428167266,3.0
1445,0.24271375428167266,3.0
1464,0.24271375428167266,3.0
1550,0.24271375428167266,3.0
1556,0.24271375428167266,3.0
1637,0.24271375428167266,3.0
1656,0.24271375428167266,3.0
1671,0.24271375428167266,3.0
1681,0.24271375428167266,3.0
1724,0.24271375428167266,3.0
1770,0.24271375428167266,3.0
1776,0.24271375428167266,3.0
1818,0.24271375428167266,3.0
1835,0.24271375428167266,3.0
322,0.2453415880130291,3.0
336,0.2453415880130291,3.0
342,0.2453415880130291,3.0
354,0.2453415880130291,3.0
399,0.2453415880130291,3.0
420,0.2453415880130291,3.0
424,0.2453415880130291,3.0
425,0.2453415880130291,3.0
428,0.2453415880130291,3.0
431,0.2453415880130291,3.0
432,0.2453415880130291,3.0
442,0.2453415880130291,3.0
448,0.2453415880130291,3.0
511,0.2453415880130291,3.0
512,0.2453415880130291,3.0
523,0.2453415880130291,3.0
525,0.2453415880130291,3.0
552,0.2453415880130291,3.0
556,0.2453415880130291,3.0
582,0.2453415880130291,3.0
588,0.2453415880130291,3.0
634,0.2453415880130291,3.0
641,0.2453415880130291,3.0
658,0.2453415880130291,3.0
669,0.2453415880130291,3.0
681,0.2453415880130291,3.0
695,0.2453415880130291,3.0
748,0.2453415880130291,3.0
851,0.2453415880130291,3.0
1057,0.2453415880130291,3.0
1074,0.2453415880130291,3.0
1087,0.2453415880130291,3.0
1108,0.2453415880130291,3.0
1116,0.2453415880130291,3.0
1124,0.2453415880130291,3.0
1130,0.2453415880130291,3.0
1132,0.2453415880130291,3.0
1174,0.2453415880130291,3.0
1192,0.2453415880130291,3.0
1265,0.2453415880130291,3.0
1268,0.2453415880130291,3.0
1277,0.2453415880130291,3.0
1283,0.2453415880130291,3.0
1287,0.2453415880130291,3.0
1315,0.2453415880130291,3.0
1317,0.2453415880130291,3.0
1624,0.2453415880130291,3.0
1628,0.2453415880130291,3.0
1632,0.2453415880130291,3.0
1633,0.2453415880130291,3.0
1650,0.2453415880130291,3.0
1655,0.2453415880130291,3.0
1667,0.2453415880130291,3.0
1672,0.2453415880130291,3.0
1694,0.2453415880130291,3.0
1705,0.2453415880130291,3.0
1712,0.2453415880130291,3.0
1718,0.2453415880130291,3.0
1737,0.2453415880130291,3.0
1772,0.2453415880130291,3.0
1806,0.2453415880130291,3.0
1816,0.2453415880130291,3.0
1827,0.2453415880130291,3.0
1832,0.2453415880130291,3.0
1847,0.2453415880130291,3.0
1868,0.2453415880130291,3.0
1914,0.2453415880130291,3.0
1994,0.2453415880130291,3.0
331,0.25163667059756095,1.0
335,0.25163667059756095,1.0
343,0.25163667059756095,1.0
346,0.25163667059756095,1.0
351,0.25163667059756095,1.0
355,0.25163667059756095,1.0
356,0.25163667059756095,1.0
406,0.25163667059756095,1.0
421,0.25163667059756095,1.0
422,0.25163667059756095,1.0
440,0.25163667059756095,1.0
516,0.25163667059756095,1.0
517,0.25163667059756095,1.0
520,0.25163667059756095,1.0
572,0.25163667059756095,1.0
573,0.25163667059756095,1.0
576,0.25163667059756095,1.0
583,0.25163667059756095,1.0
586,0.25163667059756095,1.0
591,0.25163667059756095,1.0
592,0.25163667059756095,1.0
593,0.25163667059756095,1.0
594,0.25163667059756095,1.0
595,0.25163667059756095,1.0
600,0.25163667059756095,1.0
602,0.25163667059756095,1.0
603,0.25163667059756095,1.0
604,0.25163667059756095,1.0
605,0.25163667059756095,1.0
607,0.25163667059756095,1.0
609,0.25163667059756095,1.0
610,0.25163667059756095,1.0
612,0.25163667059756095,1.0
613,0.25163667059756095,1.0
614,0.25163667059756095,1.0
620,0.25163667059756095,1.0
623,0.25163667059756095,1.0
624,0.25163667059756095,1.0
626,0.25163667059756095,1.0
627,0.25163667059756095,1.0
628,0.25163667059756095,1.0
645,0.25163667059756095,1.0
661,0.25163667059756095,1.0
663,0.25163667059756095,1.0
664,0.25163667059756095,1.0
668,0.25163667059756095,1.0
670,0.25163667059756095,1.0
671,0.25163667059756095,1.0
678,0.25163667059756095,1.0
679,0.25163667059756095,1.0
680,0.25163667059756095,1.0
682,0.25163667059756095,1.0
684,0.25163667059756095,1.0
688,0.25163667059756095,1.0
689,0.25163667059756095,1.0
691,0.25163667059756095,1.0
692,0.25163667059756095,1.0
693,0.25163667059756095,1.0
694,0.25163667059756095,1.0
696,0.25163667059756095,1.0
697,0.25163667059756095,1.0
699,0.25163667059756095,1.0
700,0.25163667059756095,1.0
701,0.25163667059756095,1.0
703,0.25163667059756095,1.0
705,0.25163667059756095,1.0
706,0.25163667059756095,1.0
707,0.25163667059756095,1.0
708,0.25163667059756095,1.0
711,0.25163667059756095,1.0
715,0.25163667059756095,1.0
716,0.25163667059756095,1.0
717,0.25163667059756095,1.0
719,0.25163667059756095,1.0
753,0.25163667059756095,1.0
755,0.25163667059756095,1.0
757,0.25163667059756095,1.0
758,0.25163667059756095,1.0
760,0.25163667059756095,1.0
762,0.25163667059756095,1.0
765,0.25163667059756095,1.0
767,0.25163667059756095,1.0
777,0.25163667059756095,1.0
779,0.25163667059756095,1.0
780,0.25163667059756095,1.0
781,0.25163667059756095,1.0
782,0.25163667059756095,1.0
787,0.25163667059756095,1.0
792,0.25163667059756095,1.0
794,0.25163667059756095,1.0
796,0.25163667059756095,1.0
797,0.25163667059756095,1.0
798,0.25163667059756095,1.0
801,0.25163667059756095,1.0
803,0.25163667059756095,1.0
804,0.25163667059756095,1.0
806,0.25163667059756095,1.0
808,0.25163667059756095,1.0
874,0.25163667059756095,1.0
980,0.25163667059756095,1.0
986,0.25163667059756095,1.0
1048,0.25163667059756095,1.0
1107,0.25163667059756095,1.0
1110,0.25163667059756095,1.0
1117,0.25163667059756095,1.0
1118,0.25163667059756095,1.0
1141,0.25163667059756095,1.0
1143,0.25163667059756095,1.0
1145,0.25163667059756095,1.0
1146,0.25163667059756095,1.0
1148,0.25163667059756095,1.0
1152,0.25163667059756095,1.0
1154,0.25163667059756095,1.0
1155,0.25163667059756095,1.0
1156,0.25163667059756095,1.0
1157,0.25163667059756095,1.0
1158,0.25163667059756095,1.0
1161,0.25163667059756095,1.0
1162,0.25163667059756095,1.0
1164,0.25163667059756095,1.0
1166,0.25163667059756095,1.0
1167,0.25163667059756095,1.0
1168,0.25163667059756095,1.0
1169,0.25163667059756095,1.0
1177,0.25163667059756095,1.0
1200,0.25163667059756095,1.0
1203,0.25163667059756095,1.0
1204,0.25163667059756095,1.0
1206,0.25163667059756095,1.0
1208,0.25163667059756095,1.0
1211,0.25163667059756095,1.0
1214,0.25163667059756095,1.0
1216,0.25163667059756095,1.0
1217,0.25163667059756095,1.0
1220,0.25163667059756095,1.0
1221,0.25163667059756095,1.0
1222,0.25163667059756095,1.0
1223,0.25163667059756095,1.0
1228,0.25163667059756095,1.0
1229,0.25163667059756095,1.0
1231,0.25163667059756095,1.0
1234,0.25163667059756095,1.0
1242,0.25163667059756095,1.0
1243,0.25163667059756095,1.0
1244,0.25163667059756095,1.0
1245,0.25163667059756095,1.0
1247,0.25163667059756095,1.0
1249,0.25163667059756095,1.0
1252,0.25163667059756095,1.0
1254,0.25163667059756095,1.0
1255,0.25163667059756095,1.0
1256,0.25163667059756095,1.0
1257,0.25163667059756095,1.0
1258,0.25163667059756095,1.0
1259,0.25163667059756095,1.0
1261,0.25163667059756095,1.0
1267,0.25163667059756095,1.0
1292,0.25163667059756095,1.0
1295,0.25163667059756095,1.0
1296,0.25163667059756095,1.0
1297,0.25163667059756095,1.0
1298,0.25163667059756095,1.0
1303,0.25163667059756095,1.0
1304,0.25163667059756095,1.0
1310,0.25163667059756095,1.0
1311,0.25163667059756095,1.0
1312,0.25163667059756095,1.0
1314,0.25163667059756095,1.0
1319,0.25163667059756095,1.0
1320,0.25163667059756095,1.0
1321,0.25163667059756095,1.0
1322,0.25163667059756095,1.0
1325,0.25163667059756095,1.0
1326,0.25163667059756095,1.0
1332,0.25163667059756095,1.0
1335,0.25163667059756095,1.0
1343,0.25163667059756095,1.0
1346,0.25163667059756095,1.0
1347,0.25163667059756095,1.0
1350,0.25163667059756095,1.0
1351,0.25163667059756095,1.0
1357,0.25163667059756095,1.0
1359,0.25163667059756095,1.0
1362,0.25163667059756095,1.0
1367,0.25163667059756095,1.0
1369,0.25163667059756095,1.0
1370,0.25163667059756095,1.0
1371,0.25163667059756095,1.0
1375,0.25163667059756095,1.0
1377,0.25163667059756095,1.0
1385,0.25163667059756095,1.0
1386,0.25163667059756095,1.0
1398,0.25163667059756095,1.0
1401,0.25163667059756095,1.0
1402,0.25163667059756095,1.0
1403,0.25163667059756095,1.0
1409,0.25163667059756095,1.0
1412,0.25163667059756095,1.0
1413,0.25163667059756095,1.0
1417,0.25163667059756095,1.0
1420,0.25163667059756095,1.0
1421,0.25163667059756095,1.0
1424,0.25163667059756095,1.0
1426,0.25163667059756095,1.0
1428,0.25163667059756095,1.0
1431,0.25163667059756095,1.0
1433,0.25163667059756095,1.0
1436,0.25163667059756095,1.0
1441,0.25163667059756095,1.0
1442,0.25163667059756095,1.0
1444,0.25163667059756095,1.0
1446,0.25163667059756095,1.0
1448,0.25163667059756095,1.0
1452,0.25163667059756095,1.0
1454,0.25163667059756095,1.0
1456,0.25163667059756095,1.0
1458,0.25163667059756095,1.0
1460,0.25163667059756095,1.0
1463,0.25163667059756095,1.0
1467,0.25163667059756095,1.0
1468,0.25163667059756095,1.0
1469,0.25163667059756095,1.0
1470,0.25163667059756095,1.0
1474,0.25163667059756095,1.0
1475,0.25163667059756095,1.0
1478,0.25163667059756095,1.0
1480,0.25163667059756095,1.0
1483,0.25163667059756095,1.0
1485,0.25163667059756095,1.0
1494,0.25163667059756095,1.0
1495,0.25163667059756095,1.0
1496,0.25163667059756095,1.0
1498,0.25163667059756095,1.0
1499,0.25163667059756095,1.0
1500,0.25163667059756095,1.0
1504,0.25163667059756095,1.0
1508,0.25163667059756095,1.0
1509,0.25163667059756095,1.0
1512,0.25163667059756095,1.0
1513,0.25163667059756095,1.0
1515,0.25163667059756095,1.0
1518,0.25163667059756095,1.0
1520,0.25163667059756095,1.0
1521,0.25163667059756095,1.0
1522,0.25163667059756095,1.0
1523,0.25163667059756095,1.0
1524,0.25163667059756095,1.0
1526,0.25163667059756095,1.0
1527,0.25163667059756095,1.0
1529,0.25163667059756095,1.0
1530,0.25163667059756095,1.0
1533,0.25163667059756095,1.0
1537,0.25163667059756095,1.0
1538,0.25163667059756095,1.0
1539,0.25163667059756095,1.0
1541,0.25163667059756095,1.0
1542,0.25163667059756095,1.0
1543,0.25163667059756095,1.0
1544,0.25163667059756095,1.0
1549,0.25163667059756095,1.0
1555,0.25163667059756095,1.0
1560,0.25163667059756095,1.0
1565,0.25163667059756095,1.0
1568,0.25163667059756095,1.0
1571,0.25163667059756095,1.0
1573,0.25163667059756095,1.0
1574,0.25163667059756095,1.0
1577,0.25163667059756095,1.0
1579,0.25163667059756095,1.0
1580,0.25163667059756095,1.0
1583,0.25163667059756095,1.0
1589,0.25163667059756095,1.0
1592,0.25163667059756095,1.0
1593,0.25163667059756095,1.0
1594,0.25163667059756095,1.0
1596,0.25163667059756095,1.0
1597,0.25163667059756095,1.0
1598,0.25163667059756095,1.0
1602,0.25163667059756095,1.0
1604,0.25163667059756095,1.0
1607,0.25163667059756095,1.0
1608,0.25163667059756095,1.0
1619,0.25163667059756095,1.0
1660,0.25163667059756095,1.0
1663,0.25163667059756095,1.0
1674,0.25163667059756095,1.0
1680,0.25163667059756095,1.0
1686,0.25163667059756095,1.0
1687,0.25163667059756095,1.0
1696,0.25163667059756095,1.0
1701,0.25163667059756095,1.0
1702,0.25163667059756095,1.0
1704,0.25163667059756095,1.0
1740,0.25163667059756095,1.0
1748,0.25163667059756095,1.0
1758,0.25163667059756095,1.0
1760,0.25163667059756095,1.0
1763,0.25163667059756095,1.0
1764,0.25163667059756095,1.0
1766,0.25163667059756095,1.0
1767,0.25163667059756095,1.0
1769,0.25163667059756095,1.0
1773,0.25163667059756095,1.0
1777,0.25163667059756095,1.0
1784,0.25163667059756095,1.0
1797,0.25163667059756095,1.0
1798,0.25163667059756095,1.0
1802,0.25163667059756095,1.0
1833,0.25163667059756095,1.0
1836,0.25163667059756095,1.0
1838,0.25163667059756095,1.0
1849,0.25163667059756095,1.0
1855,0.25163667059756095,1.0
1877,0.25163667059756095,1.0
1880,0.25163667059756095,1.0
1886,0.25163667059756095,1.0
1890,0.25163667059756095,1.0
1891,0.25163667059756095,1.0
1897,0.25163667059756095,1.0
1899,0.25163667059756095,1.0
1903,0.25163667059756095,1.0
1905,0.25163667059756095,1.0
1908,0.25163667059756095,1.0
1915,0.25163667059756095,1.0
1919,0.25163667059756095,1.0
1923,0.25163667059756095,1.0
1924,0.25163667059756095,1.0
1925,0.25163667059756095,1.0
1927,0.25163667059756095,1.0
1928,0.25163667059756095,1.0
1930,0.25163667059756095,1.0
1933,0.25163667059756095,1.0
1934,0.25163667059756095,1.0
1937,0.25163667059756095,1.0
1940,0.25163667059756095,1.0
1945,0.25163667059756095,1.0
1949,0.25163667059756095,1.0
1954,0.25163667059756095,1.0
1955,0.25163667059756095,1.0
1957,0.25163667059756095,1.0
1959,0.25163667059756095,1.0
1964,0.25163667059756095,1.0
1965,0.25163667059756095,1.0
1981,0.25163667059756095,1.0
1982,0.25163667059756095,1.0
1985,0.25163667059756095,1.0
1990,0.25163667059756095,1.0
1992,0.25163667059756095,1.0
1995,0.25163667059756095,1.0
1996,0.25163667059756095,1.0
1997,0.25163667059756095,1.0
1998,0.25163667059756095,1.0
2004,0.25163667059756095,1.0
2007,0.25163667059756095,1.0
2008,0.25163667059756095,1.0
2011,0.25163667059756095,1.0
2013,0.25163667059756095,1.0
2015,0.25163667059756095,1.0
2016,0.25163667059756095,1.0
2023,0.25163667059756095,1.0
2025,0.25163667059756095,1.0
2027,0.25163667059756095,1.0
2028,0.25163667059756095,1.0
2029,0.25163667059756095,1.0
2037,0.25163667059756095,1.0
2038,0.25163667059756095,1.0
2039,0.25163667059756095,1.0
2040,0.25163667059756095,1.0
2042,0.25163667059756095,1.0
2047,0.25163667059756095,1.0
2048,0.25163667059756095,1.0
2052,0.25163667059756095,1.0
2053,0.25163667059756095,1.0
2063,0.25163667059756095,1.0
2064,0.25163667059756095,1.0
2068,0.25163667059756095,1.0
2075,0.25163667059756095,1.0
2078,0.25163667059756095,1.0
2079,0.25163667059756095,1.0
2080,0.25163667059756095,1.0
2081,0.25163667059756095,1.0
2084,0.25163667059756095,1.0
2086,0.25163667059756095,1.0
2087,0.25163667059756095,1.0
2089,0.25163667059756095,1.0
2098,0.25163667059756095,1.0
2099,0.25163667059756095,1.0
2100,0.25163667059756095,1.0
2103,0.25163667059756095,1.0
2104,0.25163667059756095,1.0
2106,0.25163667059756095,1.0
2110,0.25163667059756095,1.0
2111,0.25163667059756095,1.0
2117,0.25163667059756095,1.0
2118,0.25163667059756095,1.0
2122,0.25163667059756095,1.0
2125,0.25163667059756095,1.0
2126,0.25163667059756095,1.0
2127,0.25163667059756095,1.0
2137,0.25163667059756095,1.0
2138,0.25163667059756095,1.0
2141,0.25163667059756095,1.0
2148,0.25163667059756095,1.0
2151,0.25163667059756095,1.0
2157,0.25163667059756095,1.0
2158,0.25163667059756095,1.0
2160,0.25163667059756095,1.0
2168,0.25163667059756095,1.0
2169,0.25163667059756095,1.0
2172,0.25163667059756095,1.0
2174,0.25163667059756095,1.0
2182,0.25163667059756095,1.0
2183,0.25163667059756095,1.0
2184,0.25163667059756095,1.0
2189,0.25163667059756095,1.0
2192,0.25163667059756095,1.0
2193,0.25163667059756095,1.0
2195,0.25163667059756095,1.0
2196,0.25163667059756095,1.0
2197,0.25163667059756095,1.0
2202,0.25163667059756095,1.0
2204,0.25163667059756095,1.0
2207,0.25163667059756095,1.0
2212,0.25163667059756095,1.0
2213,0.25163667059756095,1.0
2214,0.25163667059756095,1.0
2220,0.25163667059756095,1.0
2228,0.25163667059756095,1.0
2243,0.25163667059756095,1.0
2245,0.25163667059756095,1.0
2247,0.25163667059756095,1.0
2250,0.25163667059756095,1.0
2252,0.25163667059756095,1.0
2253,0.25163667059756095,1.0
2256,0.25163667059756095,1.0
2260,0.25163667059756095,1.0
2263,0.25163667059756095,1.0
2266,0.25163667059756095,1.0
2272,0.25163667059756095,1.0
2273,0.25163667059756095,1.0
2275,0.25163667059756095,1.0
2278,0.25163667059756095,1.0
2279,0.25163667059756095,1.0
2282,0.25163667059756095,1.0
2287,0.25163667059756095,1.0
2289,0.25163667059756095,1.0
2290,0.25163667059756095,1.0
2292,0.25163667059756095,1.0
2294,0.25163667059756095,1.0
2296,0.25163667059756095,1.0
2298,0.25163667059756095,1.0
2303,0.25163667059756095,1.0
2304,0.25163667059756095,1.0
2305,0.25163667059756095,1.0
2310,0.25163667059756095,1.0
2312,0.25163667059756095,1.0
2314,0.25163667059756095,1.0
2320,0.25163667059756095,1.0
2321,0.25163667059756095,1.0
2323,0.25163667059756095,1.0
2324,0.25163667059756095,1.0
2325,0.25163667059756095,1.0
2327,0.25163667059756095,1.0
2334,0.25163667059756095,1.0
2335,0.25163667059756095,1.0
2342,0.25163667059756095,1.0
2344,0.25163667059756095,1.0
2345,0.25163667059756095,1.0
2350,0.25163667059756095,1.0
2354,0.25163667059756095,1.0
2355,0.25163667059756095,1.0
2356,0.25163667059756095,1.0
2358,0.25163667059756095,1.0
2359,0.25163667059756095,1.0
2363,0.25163667059756095,1.0
2366,0.25163667059756095,1.0
2374,0.25163667059756095,1.0
2375,0.25163667059756095,1.0
2376,0.25163667059756095,1.0
2377,0.25163667059756095,1.0
2385,0.25163667059756095,1.0
2388,0.25163667059756095,1.0
2400,0.25163667059756095,1.0
2403,0.25163667059756095,1.0
2410,0.25163667059756095,1.0
2411,0.25163667059756095,1.0
2417,0.25163667059756095,1.0
2420,0.25163667059756095,1.0
2423,0.25163667059756095,1.0
71,0.256154235261384,2.0
333,0.256154235261384,2.0
337,0.256154235261384,2.0
338,0.256154235261384,2.0
339,0.256154235261384,2.0
340,0.256154235261384,2.0
345,0.256154235261384,2.0
402,0.256154235261384,2.0
426,0.256154235261384,2.0
446,0.256154235261384,2.0
447,0.256154235261384,2.0
526,0.256154235261384,2.0
528,0.256154235261384,2.0
529,0.256154235261384,2.0
530,0.256154235261384,2.0
535,0.256154235261384,2.0
536,0.256154235261384,2.0
539,0.256154235261384,2.0
555,0.256154235261384,2.0
570,0.256154235261384,2.0
578,0.256154235261384,2.0
667,0.256154235261384,2.0
733,0.256154235261384,2.0
740,0.256154235261384,2.0
742,0.256154235261384,2.0
771,0.256154235261384,2.0
772,0.256154235261384,2.0
773,0.256154235261384,2.0
862,0.256154235261384,2.0
1029,0.256154235261384,2.0
1049,0.256154235261384,2.0
1069,0.256154235261384,2.0
1084,0.256154235261384,2.0
1089,0.256154235261384,2.0
1114,0.256154235261384,2.0
1127,0.256154235261384,2.0
1170,0.256154235261384,2.0
1184,0.256154235261384,2.0
1188,0.256154235261384,2.0
1194,0.256154235261384,2.0
1201,0.256154235261384,2.0
1212,0.256154235261384,2.0
1215,0.256154235261384,2.0
1262,0.256154235261384,2.0
1293,0.256154235261384,2.0
1300,0.256154235261384,2.0
1302,0.256154235261384,2.0
1309,0.256154235261384,2.0
1313,0.256154235261384,2.0
1353,0.256154235261384,2.0
1355,0.256154235261384,2.0
1361,0.256154235261384,2.0
1378,0.256154235261384,2.0
1449,0.256154235261384,2.0
1451,0.256154235261384,2.0
1457,0.256154235261384,2.0
1557,0.256154235261384,2.0
1651,0.256154235261384,2.0
1654,0.256154235261384,2.0
1668,0.256154235261384,2.0
1675,0.256154235261384,2.0
1676,0.256154235261384,2.0
1677,0.256154235261384,2.0
1683,0.256154235261384,2.0
1695,0.256154235261384,2.0
1713,0.256154235261384,2.0
1721,0.256154235261384,2.0
1725,0.256154235261384,2.0
1726,0.256154235261384,2.0
1729,0.256154235261384,2.0
1745,0.256154235261384,2.0
1747,0.256154235261384,2.0
1750,0.256154235261384,2.0
1752,0.256154235261384,2.0
1755,0.256154235261384,2.0
1778,0.256154235261384,2.0
1779,0.256154235261384,2.0
1780,0.256154235261384,2.0
